region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
33020,충주시,충북,시,True,132,III,44.86298629524335,27.7623607289411,41.662757973733584,32.49151300983884,33.114767972603275,56.19697619545727,30.5247214578822,25.0,49.391442616966174,50.0,55,2.63,9
36640,영광군,전남,군,True,165,IV,53.11374463756751,23.62796907284359,39.17314806542449,51.23121527056969,35.19233432004938,53.32408753750888,27.61308100283004,19.642857142857142,68.54858709232737,60.0,46,9.2,14
38570,산청군,경남,군,True,160,IV,46.01076530881902,16.897054214787207,43.6374337797102,42.02200410329484,31.20040555639101,53.593946371099605,23.675060810526794,10.11904761904762,52.43603847966062,25.0,30,9.38,8
21080,북구,부산,구,False,143,IV,51.43331330100268,25.125216540681325,50.52130796033235,36.17503338838475,35.50649817850249,54.64651019790088,25.25043308136265,25.0,31.41626025843492,30.0,55,2.03,0
38600,합천군,경남,군,True,167,IV,45.9736662802959,15.418862415922145,43.6374337797102,42.52609296559803,30.661241462477534,53.07704169429999,24.88534387946334,5.952380952380952,55.4605716534798,25.0,23,5.61,11
36660,완도군,전남,군,True,168,IV,53.45971464774817,22.57567870124265,39.17314806542449,52.691591644044856,35.083897746197756,53.00806895754886,23.72278597391388,21.428571428571427,77.31084533317838,60.0,49,11.14,5
36630,함평군,전남,군,True,172,IV,52.65475200560713,20.08233625022795,39.17314806542449,53.34000265318839,34.12399639552703,52.531145192162754,24.093243929027327,16.071428571428573,81.20131138803956,60.0,40,14.29,0
36510,담양군,전남,군,True,156,I,52.77553954033355,25.21463824075436,39.17314806542449,50.020593111810506,35.603679905919435,53.93835618171931,20.66737171960396,29.761904761904763,61.28485413977224,60.0,63,14.32,16
38530,창녕군,경남,군,True,161,IV,46.69321488002327,18.436386501308025,43.6374337797102,40.792826393998375,31.585810658001265,53.5698817299873,25.56324919309224,11.30952380952381,45.06097222388184,25.0,32,5.52,13
32590,인제군,강원,군,True,138,IV,47.53617293313437,27.537646156533498,40.06600520828163,37.8046456590643,33.86290374769064,55.341199987810015,25.90862564640033,29.166666666666668,59.47220845789074,55.0,62,20.67,8
22030,서구,대구,구,False,126,I,48.92737455120079,40.28131039246001,40.49852586437952,28.44150112891883,37.38652271815057,58.030097987430096,28.181668403967624,52.38095238095239,22.85965786421625,25.0,101,6.35,0
36610,영암군,전남,군,True,164,IV,52.89977814748071,24.00600630410825,39.17314806542449,50.23504135226972,35.11340759454349,53.37354070605507,20.63106022726412,27.380952380952383,62.571543582527525,60.0,59,11.57,21
34020,공주시,충남,시,True,134,IV,48.096280324976696,31.859999246779232,38.56539801661753,35.27913582506096,34.726403022301156,55.86863482731514,30.981903255463223,32.73809523809524,53.91298033387059,45.0,68,6.67,5
38110,창원시,경남,시,True,140,IV,45.27315023390747,26.943981850904834,40.44157062449745,32.01886227150579,32.261978588132855,55.09808844778837,36.030820844666806,17.857142857142858,42.41718748892635,25.0,43,0.43,12
21150,사상구,부산,구,False,136,I,51.15938930708625,31.87947862328216,42.07853122487269,37.70943918249072,36.396684543561456,55.70105095930971,23.282766770373843,40.47619047619048,23.171903119836085,30.0,81,4.07,0
36420,무안군,전남,군,True,173,IV,52.00227193301771,22.51404246753678,38.08797909407666,48.69092588474809,33.73044430980157,52.529081149990944,30.14713255412118,14.88095238095238,65.66816448748757,60.0,38,4.18,4
22040,남구,대구,구,False,124,I,50.10388234735917,43.20179353512862,38.434735995711605,28.73415328456372,38.15476621066229,58.09243680224679,31.046444213114388,55.35714285714286,30.80978557892988,25.0,106,7.68,0
36560,보성군,전남,군,True,177,IV,52.7401660480208,20.157738069214112,39.17314806542449,51.76908502238624,33.76519780637026,52.12109817755778,23.053571376523465,17.261904761904763,71.7758056032266,60.0,42,12.35,9
38590,거창군,경남,군,True,176,IV,46.245438233430335,15.479709444097269,43.6374337797102,40.13861884177282,30.091754094200034,52.344491154141835,27.983228412004063,2.976190476190476,41.13572691052848,25.0,18,3.0,12
