region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
22050,북구,대구,구,False,87,II,41.745435493554304,38.43960773525144,56.61375661375662,26.31900386836388,40.45745607245731,69.58473832568016,29.145377971450817,52.38095238095239,14.418665789522636,12.5,101,2.38,0
21060,동래구,부산,구,False,88,II,42.413598468677726,27.137614009498016,57.658730158730165,33.203062042320326,39.333135403516174,68.1263361691773,26.57856303170304,27.97619047619048,18.01393531656574,15.0,60,2.24,0
21130,연제구,부산,구,False,89,II,43.18741834383776,27.476741354631272,56.8099647266314,33.81739149472961,39.36803252533076,67.77432335341189,23.969172098988626,32.73809523809524,21.35606002845773,15.0,68,3.45,0
22070,달서구,대구,구,False,90,I,43.47213370741661,38.81888971604492,52.21560846560847,27.24278589084871,39.4257613575007,67.6896945037924,28.190213018805025,54.761904761904766,14.1517098161699,12.5,105,2.02,0
22060,수성구,대구,구,False,91,II,39.28833894321816,36.56550535220102,48.28042328042328,25.455313090384223,36.76708057433617,67.12291110272709,25.22822320604932,53.57142857142857,18.11649392692073,12.5,103,2.54,0
22020,동구,대구,구,False,92,I,45.830209179759336,39.159341239576776,53.83597883597884,26.30485510610785,39.766725060554485,66.85162047067482,29.94810841516765,52.97619047619048,20.326528520614016,12.5,102,3.06,0
21090,해운대구,부산,구,False,93,I,46.08502047849549,24.22622609539293,60.43650793650794,33.94246334937909,39.53506579375999,66.49255555451225,24.10720222248028,24.404761904761905,17.514422435144823,15.0,54,1.42,0
34080,당진시,충남,시,True,94,II,39.30961069823123,24.25300484390853,48.90873015873016,34.68496494496592,35.94889998253487,66.29409463341925,24.54865886683168,23.809523809523807,40.68101813062645,45.0,53,3.17,7
21070,남구,부산,구,True,95,I,45.3603968996701,20.57720970776551,57.81305114638449,37.2646532290321,38.55163802772736,65.87143957789232,23.9778891954822,15.476190476190476,26.075856030777103,30.0,39,1.52,0
36590,강진군,전남,군,True,96,I,49.03655678289176,40.60729177174464,28.76533391884269,51.63815268928917,40.3369261266255,65.81864773517962,25.218502159256936,63.69047619047619,70.99021160464424,60.0,120,38.71,19
34550,청양군,충남,군,True,97,III,39.89818079309934,19.04229924450876,37.69390534741412,49.592426283781855,35.44287695856824,65.49378656201857,20.62605429640349,16.666666666666664,80.12578616352201,45.0,41,13.67,11
21080,북구,부산,구,False,98,I,45.49338060692114,24.179004184856023,55.42107583774251,34.44950524776226,38.0165284234536,65.26983811999303,23.63167364142671,25.0,21.06309141470004,15.0,55,2.03,0
34540,서천군,충남,군,True,99,III,41.36920041244605,23.80960977604399,37.69390534741412,45.21046239364976,35.57132583903596,64.88672563281293,22.61919089658125,25.59523809523809,53.83400282272947,45.0,56,11.43,8
21020,서구,부산,구,False,100,I,50.011263671748246,31.956740816466528,49.55687830687832,37.34237283574573,39.61866398636352,64.6130321504894,28.261234694110883,37.5,27.4602292094436,15.0,76,7.45,0
33390,증평군,충북,군,True,101,III,40.773384132746365,20.819939495751797,42.5925925925926,41.53280121023381,34.981777766192735,64.59508569981955,24.382438842126003,15.476190476190476,47.55926807799315,50.0,39,10.83,8
33520,보은군,충북,군,True,102,III,40.297407282969566,20.098400051040155,39.47961963312841,44.13300590236969,34.57034186217942,64.42163822069463,21.19574611681296,18.452380952380956,57.8513338300032,50.0,44,14.19,8
38070,김해시,경남,시,True,103,III,41.99856912982154,25.042762147814543,51.30070546737213,29.610968612362456,35.318145409183046,64.31886084427228,26.658571833659156,22.61904761904762,21.498081740833435,25.0,51,0.94,1
21140,수영구,부산,구,False,104,I,46.42900439377224,23.661717718018064,54.18650793650794,33.9277990383382,37.25867489762141,64.04417270073529,22.37270413320471,25.59523809523809,18.25145241050637,15.0,56,3.33,0
35520,진안군,전북,군,True,105,I,45.90876787884689,26.892205077005755,26.979619633128404,56.82818994993278,36.90000488668898,63.94562094726554,19.820341795009597,37.5,72.59299062832247,60.0,76,31.67,21
34360,홍성군,충남,군,True,106,III,43.2114625929072,19.87266182745563,43.04453262786596,43.72539045623438,35.54752830385199,63.94179700739839,23.597293521949855,14.285714285714285,49.07669072783261,45.0,37,3.85,6
36580,장흥군,전남,군,True,107,I,49.31436811276252,33.100568254868385,28.76533391884269,53.35886364573465,38.408255273148576,63.75107121676732,19.850153440653656,52.97619047619048,81.31447734331715,60.0,102,32.9,20
34580,태안군,충남,군,True,108,III,40.89208965027671,20.638903257274016,37.69390534741412,43.85416027628384,34.062322960324,63.61627813518564,22.49341019069479,17.857142857142858,45.69619011853396,45.0,43,7.17,7
33540,영동군,충북,군,True,109,III,40.97985685417382,17.43314871220212,39.47961963312841,45.12424542242743,34.012337922585985,63.52240949549908,20.721914520336867,12.5,63.798770950349606,50.0,34,7.91,6
35020,군산시,전북,시,True,110,I,50.175841363270365,43.98932312518542,25.92592592592592,45.48471526897966,38.46665477336367,63.37873409172849,18.553633780070943,82.14285714285714,56.26985762923306,78.0,151,5.94,0
33560,괴산군,충북,군,True,111,III,40.19128680603136,15.877291151934775,39.47961963312841,44.957389695721616,33.4381001602616,63.34245675724592,20.50977096751034,8.928571428571429,62.79763659011472,50.0,28,7.78,7
34570,예산군,충남,군,True,112,III,41.876508058297,20.509896873765825,37.69390534741412,44.54133918066435,34.24838046728143,63.310126438132926,25.05617732929224,13.690476190476192,49.819263544817,45.0,36,4.74,7
38090,거제시,경남,시,True,113,III,37.6218248292469,16.830484789576023,47.05687830687831,31.78153254374088,31.88963188006507,63.07871946544162,20.90795083976956,10.714285714285714,29.735275636716857,25.0,31,1.32,0
35310,완주군,전북,군,True,114,I,47.80020253103931,18.88465456578433,36.72839506172839,55.28443002466975,36.96582655072749,63.06572528520783,20.760138562021503,16.071428571428573,56.788398077239535,60.0,40,4.17,7
33530,옥천군,충북,군,True,115,III,40.83232350818656,17.926986509405065,39.47961963312841,42.79433183374676,33.40031265876008,62.9841509046668,20.35450132519892,14.285714285714285,49.819289418265626,50.0,37,7.55,10
36370,화순군,전남,군,True,116,I,56.772730017547325,47.15352003545043,28.483245149911813,47.71931439590867,41.11869319375697,62.7323281849833,27.00189847178246,77.38095238095238,61.160881689238224,60.0,143,23.83,84
34510,금산군,충남,군,True,117,III,40.97146431595407,17.2878922846561,37.69390534741412,44.19201447014107,33.05793736740376,62.57220520942673,21.67029666490302,10.714285714285714,47.723315281677344,45.0,31,6.33,10
