region_code,region_name,year,value,kcci,ind,level
00,전국,2023,19.0,D1,고령인구비율,district
00,전국,2024,20.0,D1,고령인구비율,district
00,전국,2025,21.2,D1,고령인구비율,district
11,서울특별시,2023,18.5,D1,고령인구비율,district
11,서울특별시,2024,19.4,D1,고령인구비율,district
11,서울특별시,2025,20.4,D1,고령인구비율,district
11010,종로구,2023,20.4,D1,고령인구비율,district
11010,종로구,2024,21.4,D1,고령인구비율,district
11010,종로구,2025,22.4,D1,고령인구비율,district
11020,중구,2023,21.0,D1,고령인구비율,district
11020,중구,2024,21.9,D1,고령인구비율,district
11020,중구,2025,23.1,D1,고령인구비율,district
11030,용산구,2023,18.4,D1,고령인구비율,district
11030,용산구,2024,19.1,D1,고령인구비율,district
11030,용산구,2025,19.8,D1,고령인구비율,district
11040,성동구,2023,17.8,D1,고령인구비율,district
11040,성동구,2024,18.6,D1,고령인구비율,district
11040,성동구,2025,19.4,D1,고령인구비율,district
11050,광진구,2023,16.8,D1,고령인구비율,district
11050,광진구,2024,17.9,D1,고령인구비율,district
11050,광진구,2025,18.8,D1,고령인구비율,district
11060,동대문구,2023,19.6,D1,고령인구비율,district
11060,동대문구,2024,20.5,D1,고령인구비율,district
11060,동대문구,2025,20.9,D1,고령인구비율,district
11070,중랑구,2023,20.6,D1,고령인구비율,district
11070,중랑구,2024,22.0,D1,고령인구비율,district
11070,중랑구,2025,23.3,D1,고령인구비율,district
11080,성북구,2023,18.9,D1,고령인구비율,district
11080,성북구,2024,19.8,D1,고령인구비율,district
11080,성북구,2025,20.7,D1,고령인구비율,district
11090,강북구,2023,23.8,D1,고령인구비율,district
11090,강북구,2024,25.1,D1,고령인구비율,district
11090,강북구,2025,26.6,D1,고령인구비율,district
11100,도봉구,2023,22.9,D1,고령인구비율,district
11100,도봉구,2024,24.5,D1,고령인구비율,district
11100,도봉구,2025,26.1,D1,고령인구비율,district
11110,노원구,2023,19.3,D1,고령인구비율,district
11110,노원구,2024,20.5,D1,고령인구비율,district
11110,노원구,2025,21.6,D1,고령인구비율,district
11120,은평구,2023,20.0,D1,고령인구비율,district
11120,은평구,2024,21.2,D1,고령인구비율,district
11120,은평구,2025,22.5,D1,고령인구비율,district
11130,서대문구,2023,18.8,D1,고령인구비율,district
11130,서대문구,2024,19.7,D1,고령인구비율,district
11130,서대문구,2025,20.6,D1,고령인구비율,district
11140,마포구,2023,15.8,D1,고령인구비율,district
11140,마포구,2024,16.5,D1,고령인구비율,district
11140,마포구,2025,17.3,D1,고령인구비율,district
11150,양천구,2023,17.5,D1,고령인구비율,district
11150,양천구,2024,18.6,D1,고령인구비율,district
11150,양천구,2025,19.8,D1,고령인구비율,district
11160,강서구,2023,18.1,D1,고령인구비율,district
11160,강서구,2024,19.3,D1,고령인구비율,district
11160,강서구,2025,20.6,D1,고령인구비율,district
11170,구로구,2023,20.0,D1,고령인구비율,district
11170,구로구,2024,21.1,D1,고령인구비율,district
11170,구로구,2025,22.4,D1,고령인구비율,district
11180,금천구,2023,19.6,D1,고령인구비율,district
11180,금천구,2024,20.9,D1,고령인구비율,district
11180,금천구,2025,22.2,D1,고령인구비율,district
11190,영등포구,2023,17.6,D1,고령인구비율,district
11190,영등포구,2024,18.3,D1,고령인구비율,district
11190,영등포구,2025,19.2,D1,고령인구비율,district
11200,동작구,2023,18.5,D1,고령인구비율,district
11200,동작구,2024,19.4,D1,고령인구비율,district
11200,동작구,2025,20.3,D1,고령인구비율,district
11210,관악구,2023,17.6,D1,고령인구비율,district
11210,관악구,2024,18.4,D1,고령인구비율,district
11210,관악구,2025,19.3,D1,고령인구비율,district
11220,서초구,2023,16.1,D1,고령인구비율,district
11220,서초구,2024,16.8,D1,고령인구비율,district
11220,서초구,2025,17.4,D1,고령인구비율,district
11230,강남구,2023,15.9,D1,고령인구비율,district
11230,강남구,2024,16.4,D1,고령인구비율,district
11230,강남구,2025,17.1,D1,고령인구비율,district
11240,송파구,2023,16.6,D1,고령인구비율,district
11240,송파구,2024,17.5,D1,고령인구비율,district
11240,송파구,2025,18.5,D1,고령인구비율,district
11250,강동구,2023,18.0,D1,고령인구비율,district
11250,강동구,2024,18.8,D1,고령인구비율,district
11250,강동구,2025,19.6,D1,고령인구비율,district
21,부산광역시,2023,22.6,D1,고령인구비율,district
21,부산광역시,2024,23.9,D1,고령인구비율,district
21,부산광역시,2025,25.3,D1,고령인구비율,district
21010,중구,2023,30.7,D1,고령인구비율,district
21010,중구,2024,32.4,D1,고령인구비율,district
21010,중구,2025,34.2,D1,고령인구비율,district
21020,서구,2023,28.1,D1,고령인구비율,district
21020,서구,2024,29.5,D1,고령인구비율,district
21020,서구,2025,31.1,D1,고령인구비율,district
21030,동구,2023,28.6,D1,고령인구비율,district
21030,동구,2024,29.9,D1,고령인구비율,district
21030,동구,2025,31.1,D1,고령인구비율,district
21040,영도구,2023,31.6,D1,고령인구비율,district
21040,영도구,2024,33.4,D1,고령인구비율,district
21040,영도구,2025,35.1,D1,고령인구비율,district
21050,부산진구,2023,22.1,D1,고령인구비율,district
21050,부산진구,2024,23.1,D1,고령인구비율,district
21050,부산진구,2025,23.9,D1,고령인구비율,district
21060,동래구,2023,21.2,D1,고령인구비율,district
21060,동래구,2024,22.2,D1,고령인구비율,district
21060,동래구,2025,23.5,D1,고령인구비율,district
21070,남구,2023,23.2,D1,고령인구비율,district
21070,남구,2024,24.2,D1,고령인구비율,district
21070,남구,2025,25.5,D1,고령인구비율,district
21080,북구,2023,21.6,D1,고령인구비율,district
21080,북구,2024,23.4,D1,고령인구비율,district
21080,북구,2025,25.5,D1,고령인구비율,district
21090,해운대구,2023,20.9,D1,고령인구비율,district
21090,해운대구,2024,22.2,D1,고령인구비율,district
21090,해운대구,2025,23.5,D1,고령인구비율,district
21100,사하구,2023,23.2,D1,고령인구비율,district
21100,사하구,2024,24.8,D1,고령인구비율,district
21100,사하구,2025,26.7,D1,고령인구비율,district
21110,금정구,2023,25.1,D1,고령인구비율,district
21110,금정구,2024,26.8,D1,고령인구비율,district
21110,금정구,2025,28.4,D1,고령인구비율,district
21120,강서구,2023,14.2,D1,고령인구비율,district
21120,강서구,2024,15.0,D1,고령인구비율,district
21120,강서구,2025,15.2,D1,고령인구비율,district
21130,연제구,2023,22.5,D1,고령인구비율,district
21130,연제구,2024,23.0,D1,고령인구비율,district
21130,연제구,2025,24.2,D1,고령인구비율,district
21140,수영구,2023,24.4,D1,고령인구비율,district
21140,수영구,2024,25.6,D1,고령인구비율,district
21140,수영구,2025,27.0,D1,고령인구비율,district
21150,사상구,2023,22.5,D1,고령인구비율,district
21150,사상구,2024,24.4,D1,고령인구비율,district
21150,사상구,2025,26.6,D1,고령인구비율,district
21310,기장군,2023,18.4,D1,고령인구비율,district
21310,기장군,2024,19.5,D1,고령인구비율,district
21310,기장군,2025,20.9,D1,고령인구비율,district
22,대구광역시,2023,19.6,D1,고령인구비율,district
22,대구광역시,2024,20.9,D1,고령인구비율,district
22,대구광역시,2025,22.1,D1,고령인구비율,district
22010,중구,2023,19.2,D1,고령인구비율,district
22010,중구,2024,18.4,D1,고령인구비율,district
22010,중구,2025,18.4,D1,고령인구비율,district
22020,동구,2023,22.4,D1,고령인구비율,district
22020,동구,2024,23.6,D1,고령인구비율,district
22020,동구,2025,24.9,D1,고령인구비율,district
22030,서구,2023,26.2,D1,고령인구비율,district
22030,서구,2024,27.7,D1,고령인구비율,district
22030,서구,2025,28.9,D1,고령인구비율,district
22040,남구,2023,26.3,D1,고령인구비율,district
22040,남구,2024,27.7,D1,고령인구비율,district
22040,남구,2025,28.7,D1,고령인구비율,district
22050,북구,2023,17.6,D1,고령인구비율,district
22050,북구,2024,18.9,D1,고령인구비율,district
22050,북구,2025,20.2,D1,고령인구비율,district
22060,수성구,2023,18.4,D1,고령인구비율,district
22060,수성구,2024,19.4,D1,고령인구비율,district
22060,수성구,2025,20.3,D1,고령인구비율,district
22070,달서구,2023,17.8,D1,고령인구비율,district
22070,달서구,2024,19.2,D1,고령인구비율,district
22070,달서구,2025,20.7,D1,고령인구비율,district
22310,달성군,2023,15.3,D1,고령인구비율,district
22310,달성군,2024,16.7,D1,고령인구비율,district
22310,달성군,2025,18.0,D1,고령인구비율,district
22520,군위군,2023,44.9,D1,고령인구비율,district
22520,군위군,2024,47.3,D1,고령인구비율,district
22520,군위군,2025,49.0,D1,고령인구비율,district
23,인천광역시,2023,16.6,D1,고령인구비율,district
23,인천광역시,2024,17.7,D1,고령인구비율,district
23,인천광역시,2025,18.8,D1,고령인구비율,district
23010,중구,2023,15.7,D1,고령인구비율,district
23010,중구,2024,15.9,D1,고령인구비율,district
23010,중구,2025,16.4,D1,고령인구비율,district
23020,동구,2023,25.6,D1,고령인구비율,district
23020,동구,2024,27.1,D1,고령인구비율,district
23020,동구,2025,28.8,D1,고령인구비율,district
23040,연수구,2023,12.2,D1,고령인구비율,district
23040,연수구,2024,13.0,D1,고령인구비율,district
23040,연수구,2025,14.0,D1,고령인구비율,district
23050,남동구,2023,17.4,D1,고령인구비율,district
23050,남동구,2024,18.8,D1,고령인구비율,district
23050,남동구,2025,20.4,D1,고령인구비율,district
23060,부평구,2023,17.7,D1,고령인구비율,district
23060,부평구,2024,18.9,D1,고령인구비율,district
23060,부평구,2025,20.3,D1,고령인구비율,district
23070,계양구,2023,16.8,D1,고령인구비율,district
23070,계양구,2024,18.2,D1,고령인구비율,district
23070,계양구,2025,20.1,D1,고령인구비율,district
23080,서구,2023,12.4,D1,고령인구비율,district
23080,서구,2024,13.4,D1,고령인구비율,district
23080,서구,2025,14.3,D1,고령인구비율,district
23090,미추홀구,2023,19.7,D1,고령인구비율,district
23090,미추홀구,2024,20.5,D1,고령인구비율,district
23090,미추홀구,2025,21.5,D1,고령인구비율,district
23310,강화군,2023,37.2,D1,고령인구비율,district
23310,강화군,2024,38.9,D1,고령인구비율,district
23310,강화군,2025,40.8,D1,고령인구비율,district
23320,옹진군,2023,31.6,D1,고령인구비율,district
23320,옹진군,2024,33.7,D1,고령인구비율,district
23320,옹진군,2025,36.1,D1,고령인구비율,district
24,광주광역시,2023,16.5,D1,고령인구비율,district
24,광주광역시,2024,17.5,D1,고령인구비율,district
24,광주광역시,2025,18.8,D1,고령인구비율,district
24010,동구,2023,22.6,D1,고령인구비율,district
24010,동구,2024,23.6,D1,고령인구비율,district
24010,동구,2025,24.7,D1,고령인구비율,district
24020,서구,2023,17.0,D1,고령인구비율,district
24020,서구,2024,18.1,D1,고령인구비율,district
24020,서구,2025,19.5,D1,고령인구비율,district
24030,남구,2023,20.3,D1,고령인구비율,district
24030,남구,2024,21.5,D1,고령인구비율,district
24030,남구,2025,22.6,D1,고령인구비율,district
24040,북구,2023,17.6,D1,고령인구비율,district
24040,북구,2024,18.7,D1,고령인구비율,district
24040,북구,2025,20.2,D1,고령인구비율,district
24050,광산구,2023,11.2,D1,고령인구비율,district
24050,광산구,2024,12.1,D1,고령인구비율,district
24050,광산구,2025,13.1,D1,고령인구비율,district
25,대전광역시,2023,17.0,D1,고령인구비율,district
25,대전광역시,2024,18.0,D1,고령인구비율,district
25,대전광역시,2025,19.1,D1,고령인구비율,district
25010,동구,2023,21.9,D1,고령인구비율,district
25010,동구,2024,22.9,D1,고령인구비율,district
25010,동구,2025,24.1,D1,고령인구비율,district
25020,중구,2023,22.7,D1,고령인구비율,district
25020,중구,2024,23.5,D1,고령인구비율,district
25020,중구,2025,24.4,D1,고령인구비율,district
25030,서구,2023,15.4,D1,고령인구비율,district
25030,서구,2024,16.5,D1,고령인구비율,district
25030,서구,2025,17.5,D1,고령인구비율,district
25040,유성구,2023,11.4,D1,고령인구비율,district
25040,유성구,2024,12.3,D1,고령인구비율,district
25040,유성구,2025,13.4,D1,고령인구비율,district
25050,대덕구,2023,19.5,D1,고령인구비율,district
25050,대덕구,2024,20.9,D1,고령인구비율,district
25050,대덕구,2025,22.6,D1,고령인구비율,district
26,울산광역시,2023,15.9,D1,고령인구비율,district
26,울산광역시,2024,17.2,D1,고령인구비율,district
26,울산광역시,2025,18.6,D1,고령인구비율,district
26010,중구,2023,18.9,D1,고령인구비율,district
26010,중구,2024,20.3,D1,고령인구비율,district
26010,중구,2025,21.8,D1,고령인구비율,district
26020,남구,2023,15.4,D1,고령인구비율,district
26020,남구,2024,16.7,D1,고령인구비율,district
26020,남구,2025,18.0,D1,고령인구비율,district
26030,동구,2023,16.6,D1,고령인구비율,district
26030,동구,2024,18.2,D1,고령인구비율,district
26030,동구,2025,19.8,D1,고령인구비율,district
26040,북구,2023,10.8,D1,고령인구비율,district
26040,북구,2024,11.8,D1,고령인구비율,district
26040,북구,2025,13.0,D1,고령인구비율,district
26310,울주군,2023,18.4,D1,고령인구비율,district
26310,울주군,2024,19.6,D1,고령인구비율,district
26310,울주군,2025,21.1,D1,고령인구비율,district
29,세종특별자치시,2023,11.0,D1,고령인구비율,district
29,세종특별자치시,2024,11.6,D1,고령인구비율,district
29,세종특별자치시,2025,12.3,D1,고령인구비율,district
31,경기도,2023,15.6,D1,고령인구비율,district
31,경기도,2024,16.6,D1,고령인구비율,district
31,경기도,2025,17.7,D1,고령인구비율,district
31010,수원시,2023,13.1,D1,고령인구비율,district
31010,수원시,2024,14.1,D1,고령인구비율,district
31010,수원시,2025,15.2,D1,고령인구비율,district
31020,성남시,2023,16.6,D1,고령인구비율,district
31020,성남시,2024,17.7,D1,고령인구비율,district
31020,성남시,2025,18.9,D1,고령인구비율,district
31030,의정부시,2023,17.7,D1,고령인구비율,district
31030,의정부시,2024,18.9,D1,고령인구비율,district
31030,의정부시,2025,20.1,D1,고령인구비율,district
31040,안양시,2023,16.5,D1,고령인구비율,district
31040,안양시,2024,17.5,D1,고령인구비율,district
31040,안양시,2025,18.6,D1,고령인구비율,district
31050,부천시,2023,17.2,D1,고령인구비율,district
31050,부천시,2024,18.7,D1,고령인구비율,district
31050,부천시,2025,20.4,D1,고령인구비율,district
31060,광명시,2023,16.7,D1,고령인구비율,district
31060,광명시,2024,17.9,D1,고령인구비율,district
31060,광명시,2025,18.5,D1,고령인구비율,district
31070,평택시,2023,13.2,D1,고령인구비율,district
31070,평택시,2024,13.8,D1,고령인구비율,district
31070,평택시,2025,14.6,D1,고령인구비율,district
31080,동두천시,2023,24.1,D1,고령인구비율,district
31080,동두천시,2024,25.9,D1,고령인구비율,district
31080,동두천시,2025,27.3,D1,고령인구비율,district
31090,안산시,2023,13.9,D1,고령인구비율,district
31090,안산시,2024,15.2,D1,고령인구비율,district
31090,안산시,2025,16.7,D1,고령인구비율,district
31100,고양시,2023,16.1,D1,고령인구비율,district
31100,고양시,2024,17.2,D1,고령인구비율,district
31100,고양시,2025,18.6,D1,고령인구비율,district
31110,과천시,2023,14.5,D1,고령인구비율,district
31110,과천시,2024,15.0,D1,고령인구비율,district
31110,과천시,2025,15.9,D1,고령인구비율,district
31120,구리시,2023,16.6,D1,고령인구비율,district
31120,구리시,2024,17.7,D1,고령인구비율,district
31120,구리시,2025,19.1,D1,고령인구비율,district
31130,남양주시,2023,16.7,D1,고령인구비율,district
31130,남양주시,2024,17.7,D1,고령인구비율,district
31130,남양주시,2025,18.9,D1,고령인구비율,district
31140,오산시,2023,11.7,D1,고령인구비율,district
31140,오산시,2024,12.2,D1,고령인구비율,district
31140,오산시,2025,13.0,D1,고령인구비율,district
31150,시흥시,2023,11.5,D1,고령인구비율,district
31150,시흥시,2024,12.6,D1,고령인구비율,district
31150,시흥시,2025,13.8,D1,고령인구비율,district
31160,군포시,2023,16.7,D1,고령인구비율,district
31160,군포시,2024,18.2,D1,고령인구비율,district
31160,군포시,2025,19.8,D1,고령인구비율,district
31170,의왕시,2023,16.7,D1,고령인구비율,district
31170,의왕시,2024,18.1,D1,고령인구비율,district
31170,의왕시,2025,19.2,D1,고령인구비율,district
31180,하남시,2023,14.4,D1,고령인구비율,district
31180,하남시,2024,15.4,D1,고령인구비율,district
31180,하남시,2025,16.6,D1,고령인구비율,district
31190,용인시,2023,15.4,D1,고령인구비율,district
31190,용인시,2024,16.2,D1,고령인구비율,district
31190,용인시,2025,17.0,D1,고령인구비율,district
31200,파주시,2023,15.7,D1,고령인구비율,district
31200,파주시,2024,16.3,D1,고령인구비율,district
31200,파주시,2025,17.2,D1,고령인구비율,district
31210,이천시,2023,16.6,D1,고령인구비율,district
31210,이천시,2024,17.7,D1,고령인구비율,district
31210,이천시,2025,18.8,D1,고령인구비율,district
31220,안성시,2023,20.2,D1,고령인구비율,district
31220,안성시,2024,21.1,D1,고령인구비율,district
31220,안성시,2025,22.2,D1,고령인구비율,district
31230,김포시,2023,14.7,D1,고령인구비율,district
31230,김포시,2024,15.7,D1,고령인구비율,district
31230,김포시,2025,16.9,D1,고령인구비율,district
31240,화성시,2023,10.3,D1,고령인구비율,district
31240,화성시,2024,10.9,D1,고령인구비율,district
31240,화성시,2025,11.6,D1,고령인구비율,district
31250,광주시,2023,16.4,D1,고령인구비율,district
31250,광주시,2024,17.4,D1,고령인구비율,district
31250,광주시,2025,18.8,D1,고령인구비율,district
31260,양주시,2023,17.2,D1,고령인구비율,district
31260,양주시,2024,17.5,D1,고령인구비율,district
31260,양주시,2025,18.5,D1,고령인구비율,district
31270,포천시,2023,24.3,D1,고령인구비율,district
31270,포천시,2024,26.3,D1,고령인구비율,district
31270,포천시,2025,28.3,D1,고령인구비율,district
31280,여주시,2023,25.3,D1,고령인구비율,district
31280,여주시,2024,26.6,D1,고령인구비율,district
31280,여주시,2025,28.4,D1,고령인구비율,district
31350,연천군,2023,31.0,D1,고령인구비율,district
31350,연천군,2024,32.9,D1,고령인구비율,district
31350,연천군,2025,33.8,D1,고령인구비율,district
31370,가평군,2023,30.0,D1,고령인구비율,district
31370,가평군,2024,31.7,D1,고령인구비율,district
31370,가평군,2025,33.8,D1,고령인구비율,district
31380,양평군,2023,29.4,D1,고령인구비율,district
31380,양평군,2024,31.0,D1,고령인구비율,district
31380,양평군,2025,32.9,D1,고령인구비율,district
32,강원특별자치도,2023,24.0,D1,고령인구비율,district
32,강원특별자치도,2024,25.4,D1,고령인구비율,district
32,강원특별자치도,2025,26.8,D1,고령인구비율,district
32010,춘천시,2023,20.5,D1,고령인구비율,district
32010,춘천시,2024,21.5,D1,고령인구비율,district
32010,춘천시,2025,22.6,D1,고령인구비율,district
32020,원주시,2023,17.8,D1,고령인구비율,district
32020,원주시,2024,19.0,D1,고령인구비율,district
32020,원주시,2025,20.2,D1,고령인구비율,district
32030,강릉시,2023,24.7,D1,고령인구비율,district
32030,강릉시,2024,26.1,D1,고령인구비율,district
32030,강릉시,2025,27.6,D1,고령인구비율,district
32040,동해시,2023,23.5,D1,고령인구비율,district
32040,동해시,2024,25.0,D1,고령인구비율,district
32040,동해시,2025,26.5,D1,고령인구비율,district
32050,태백시,2023,29.2,D1,고령인구비율,district
32050,태백시,2024,31.1,D1,고령인구비율,district
32050,태백시,2025,32.7,D1,고령인구비율,district
32060,속초시,2023,22.5,D1,고령인구비율,district
32060,속초시,2024,24.0,D1,고령인구비율,district
32060,속초시,2025,25.7,D1,고령인구비율,district
32070,삼척시,2023,28.8,D1,고령인구비율,district
32070,삼척시,2024,30.3,D1,고령인구비율,district
32070,삼척시,2025,32.2,D1,고령인구비율,district
32310,홍천군,2023,31.6,D1,고령인구비율,district
32310,홍천군,2024,33.6,D1,고령인구비율,district
32310,홍천군,2025,35.6,D1,고령인구비율,district
32320,횡성군,2023,34.6,D1,고령인구비율,district
32320,횡성군,2024,36.8,D1,고령인구비율,district
32320,횡성군,2025,39.1,D1,고령인구비율,district
32330,영월군,2023,34.0,D1,고령인구비율,district
32330,영월군,2024,35.8,D1,고령인구비율,district
32330,영월군,2025,38.1,D1,고령인구비율,district
32340,평창군,2023,33.2,D1,고령인구비율,district
32340,평창군,2024,35.1,D1,고령인구비율,district
32340,평창군,2025,37.3,D1,고령인구비율,district
32350,정선군,2023,32.9,D1,고령인구비율,district
32350,정선군,2024,34.9,D1,고령인구비율,district
32350,정선군,2025,36.0,D1,고령인구비율,district
32360,철원군,2023,26.8,D1,고령인구비율,district
32360,철원군,2024,28.4,D1,고령인구비율,district
32360,철원군,2025,29.8,D1,고령인구비율,district
32370,화천군,2023,26.7,D1,고령인구비율,district
32370,화천군,2024,27.8,D1,고령인구비율,district
32370,화천군,2025,29.8,D1,고령인구비율,district
32380,양구군,2023,25.1,D1,고령인구비율,district
32380,양구군,2024,26.6,D1,고령인구비율,district
32380,양구군,2025,28.1,D1,고령인구비율,district
32390,인제군,2023,23.8,D1,고령인구비율,district
32390,인제군,2024,25.3,D1,고령인구비율,district
32390,인제군,2025,27.2,D1,고령인구비율,district
32400,고성군,2023,32.1,D1,고령인구비율,district
32400,고성군,2024,33.8,D1,고령인구비율,district
32400,고성군,2025,35.3,D1,고령인구비율,district
32410,양양군,2023,33.9,D1,고령인구비율,district
32410,양양군,2024,35.3,D1,고령인구비율,district
32410,양양군,2025,36.7,D1,고령인구비율,district
33,충청북도,2023,20.8,D1,고령인구비율,district
33,충청북도,2024,21.9,D1,고령인구비율,district
33,충청북도,2025,23.1,D1,고령인구비율,district
33020,충주시,2023,23.1,D1,고령인구비율,district
33020,충주시,2024,24.4,D1,고령인구비율,district
33020,충주시,2025,25.7,D1,고령인구비율,district
33030,제천시,2023,25.9,D1,고령인구비율,district
33030,제천시,2024,27.5,D1,고령인구비율,district
33030,제천시,2025,29.0,D1,고령인구비율,district
33040,청주시,2023,15.8,D1,고령인구비율,district
33040,청주시,2024,16.7,D1,고령인구비율,district
33040,청주시,2025,17.6,D1,고령인구비율,district
33320,보은군,2023,39.3,D1,고령인구비율,district
33320,보은군,2024,41.1,D1,고령인구비율,district
33320,보은군,2025,42.4,D1,고령인구비율,district
33330,옥천군,2023,34.1,D1,고령인구비율,district
33330,옥천군,2024,35.7,D1,고령인구비율,district
33330,옥천군,2025,36.6,D1,고령인구비율,district
33340,영동군,2023,36.6,D1,고령인구비율,district
33340,영동군,2024,38.2,D1,고령인구비율,district
33340,영동군,2025,40.0,D1,고령인구비율,district
33350,진천군,2023,18.5,D1,고령인구비율,district
33350,진천군,2024,19.4,D1,고령인구비율,district
33350,진천군,2025,20.5,D1,고령인구비율,district
33360,괴산군,2023,39.6,D1,고령인구비율,district
33360,괴산군,2024,41.4,D1,고령인구비율,district
33360,괴산군,2025,41.6,D1,고령인구비율,district
33370,음성군,2023,25.0,D1,고령인구비율,district
33370,음성군,2024,26.3,D1,고령인구비율,district
33370,음성군,2025,26.9,D1,고령인구비율,district
33380,단양군,2023,36.3,D1,고령인구비율,district
33380,단양군,2024,38.4,D1,고령인구비율,district
33380,단양군,2025,40.5,D1,고령인구비율,district
33390,증평군,2023,20.5,D1,고령인구비율,district
33390,증평군,2024,21.6,D1,고령인구비율,district
33390,증평군,2025,23.1,D1,고령인구비율,district
34,충청남도,2023,21.3,D1,고령인구비율,district
34,충청남도,2024,22.3,D1,고령인구비율,district
34,충청남도,2025,23.4,D1,고령인구비율,district
34010,천안시,2023,13.1,D1,고령인구비율,district
34010,천안시,2024,14.0,D1,고령인구비율,district
34010,천안시,2025,15.1,D1,고령인구비율,district
34020,공주시,2023,29.9,D1,고령인구비율,district
34020,공주시,2024,31.3,D1,고령인구비율,district
34020,공주시,2025,33.0,D1,고령인구비율,district
34030,보령시,2023,29.8,D1,고령인구비율,district
34030,보령시,2024,31.4,D1,고령인구비율,district
34030,보령시,2025,33.2,D1,고령인구비율,district
34040,아산시,2023,14.4,D1,고령인구비율,district
34040,아산시,2024,14.9,D1,고령인구비율,district
34040,아산시,2025,15.7,D1,고령인구비율,district
34050,서산시,2023,20.9,D1,고령인구비율,district
34050,서산시,2024,22.1,D1,고령인구비율,district
34050,서산시,2025,23.6,D1,고령인구비율,district
34060,논산시,2023,30.3,D1,고령인구비율,district
34060,논산시,2024,31.9,D1,고령인구비율,district
34060,논산시,2025,33.5,D1,고령인구비율,district
34070,계룡시,2023,14.0,D1,고령인구비율,district
34070,계룡시,2024,15.1,D1,고령인구비율,district
34070,계룡시,2025,16.4,D1,고령인구비율,district
34080,당진시,2023,20.7,D1,고령인구비율,district
34080,당진시,2024,21.5,D1,고령인구비율,district
34080,당진시,2025,22.5,D1,고령인구비율,district
34310,금산군,2023,35.1,D1,고령인구비율,district
34310,금산군,2024,36.3,D1,고령인구비율,district
34310,금산군,2025,38.3,D1,고령인구비율,district
34330,부여군,2023,39.4,D1,고령인구비율,district
34330,부여군,2024,41.2,D1,고령인구비율,district
34330,부여군,2025,43.1,D1,고령인구비율,district
34340,서천군,2023,40.6,D1,고령인구비율,district
34340,서천군,2024,42.1,D1,고령인구비율,district
34340,서천군,2025,43.8,D1,고령인구비율,district
34350,청양군,2023,39.1,D1,고령인구비율,district
34350,청양군,2024,40.7,D1,고령인구비율,district
34350,청양군,2025,42.0,D1,고령인구비율,district
34360,홍성군,2023,26.7,D1,고령인구비율,district
34360,홍성군,2024,27.3,D1,고령인구비율,district
34360,홍성군,2025,28.2,D1,고령인구비율,district
34370,예산군,2023,34.2,D1,고령인구비율,district
34370,예산군,2024,35.0,D1,고령인구비율,district
34370,예산군,2025,36.2,D1,고령인구비율,district
34380,태안군,2023,35.8,D1,고령인구비율,district
34380,태안군,2024,37.3,D1,고령인구비율,district
34380,태안군,2025,39.3,D1,고령인구비율,district
35,전북특별자치도,2023,24.1,D1,고령인구비율,district
35,전북특별자치도,2024,25.3,D1,고령인구비율,district
35,전북특별자치도,2025,26.6,D1,고령인구비율,district
35010,전주시,2023,17.4,D1,고령인구비율,district
35010,전주시,2024,18.5,D1,고령인구비율,district
35010,전주시,2025,19.8,D1,고령인구비율,district
35020,군산시,2023,21.9,D1,고령인구비율,district
35020,군산시,2024,23.0,D1,고령인구비율,district
35020,군산시,2025,24.4,D1,고령인구비율,district
35030,익산시,2023,23.0,D1,고령인구비율,district
35030,익산시,2024,24.2,D1,고령인구비율,district
35030,익산시,2025,25.6,D1,고령인구비율,district
35040,정읍시,2023,30.8,D1,고령인구비율,district
35040,정읍시,2024,32.0,D1,고령인구비율,district
35040,정읍시,2025,33.3,D1,고령인구비율,district
35050,남원시,2023,31.4,D1,고령인구비율,district
35050,남원시,2024,32.8,D1,고령인구비율,district
35050,남원시,2025,34.5,D1,고령인구비율,district
35060,김제시,2023,34.3,D1,고령인구비율,district
35060,김제시,2024,35.4,D1,고령인구비율,district
35060,김제시,2025,36.1,D1,고령인구비율,district
35310,완주군,2023,24.7,D1,고령인구비율,district
35310,완주군,2024,25.4,D1,고령인구비율,district
35310,완주군,2025,26.7,D1,고령인구비율,district
35320,진안군,2023,38.6,D1,고령인구비율,district
35320,진안군,2024,40.3,D1,고령인구비율,district
35320,진안군,2025,41.8,D1,고령인구비율,district
35330,무주군,2023,36.8,D1,고령인구비율,district
35330,무주군,2024,38.0,D1,고령인구비율,district
35330,무주군,2025,39.6,D1,고령인구비율,district
35340,장수군,2023,38.3,D1,고령인구비율,district
35340,장수군,2024,39.9,D1,고령인구비율,district
35340,장수군,2025,40.8,D1,고령인구비율,district
35350,임실군,2023,39.9,D1,고령인구비율,district
35350,임실군,2024,41.5,D1,고령인구비율,district
35350,임실군,2025,43.3,D1,고령인구비율,district
35360,순창군,2023,36.5,D1,고령인구비율,district
35360,순창군,2024,37.8,D1,고령인구비율,district
35360,순창군,2025,38.4,D1,고령인구비율,district
35370,고창군,2023,38.3,D1,고령인구비율,district
35370,고창군,2024,39.7,D1,고령인구비율,district
35370,고창군,2025,40.9,D1,고령인구비율,district
35380,부안군,2023,37.1,D1,고령인구비율,district
35380,부안군,2024,38.6,D1,고령인구비율,district
35380,부안군,2025,40.0,D1,고령인구비율,district
36,전라남도,2023,26.1,D1,고령인구비율,district
36,전라남도,2024,27.2,D1,고령인구비율,district
